time,paw_x,paw_y,paw_z,wrist_x,wrist_y,wrist_z,shoulder_x,shoulder_y,shoulder_z,elbow_x,elbow_y,elbow_z
0,0.0112474381234047,-0.00244115028831713,-0.201864483135854,0.00706380512870216,-0.00157421224596506,-0.201325198818879,-0.00175568121378452,0.0105760756268176,-0.196577615316027,-0.000894436062039294,-0.0016733699190971,-0.196977502875897
0.00666666666666667,0.0112140803611045,-0.00243735550967192,-0.201917702203337,0.00703522566845651,-0.00157232672361817,-0.201379390582623,-0.00179705440616072,0.0105910137094319,-0.196610658128979,-0.000897509240607341,-0.00164075511233262,-0.196952525908311
0.0133333333333333,0.0112097500853456,-0.0024248872447572,-0.201927293556951,0.00703433255102173,-0.00155935915105773,-0.201386547732704,-0.00175903915469513,0.0105986396693521,-0.19657207955604,-0.000924499849990337,-0.00161464425197805,-0.196995649627139
0.02,0.0112174694661571,-0.00242429690287227,-0.20194656055048,0.00704418033958656,-0.00157272642742824,-0.201422859539002,-0.00175557936635795,0.0105993528938854,-0.196576710278418,-0.000946021992143048,-0.00159788613113431,-0.197042874393526
0.0266666666666667,0.0112229270577331,-0.00242522045869919,-0.201937320744645,0.00702041193969836,-0.00157228654773028,-0.201453614516142,-0.00175800187484603,0.010600164849274,-0.196542206095632,-0.00092505530799751,-0.00158301107020068,-0.196957805806394
0.0333333333333333,0.0112097722686961,-0.0024304409429456,-0.201925106286886,0.00699960938915245,-0.00157935623172481,-0.201453978530297,-0.00174139521653076,0.0105751024309098,-0.196508533409095,-0.000870100642697538,-0.00159760966637944,-0.196905852827747
0.04,0.0112266176643107,-0.00242357765959206,-0.201900511338021,0.00700533565355495,-0.00159366820390919,-0.201464259773901,-0.00172548693123625,0.0106053316270996,-0.196504329513265,-0.000889370348134555,-0.0015589801594867,-0.196850992833486
0.0466666666666667,0.0112633094206524,-0.00242010708636033,-0.201862786210346,0.00703067033478269,-0.0015937345097006,-0.201446214014002,-0.00171096570543251,0.0106208634326868,-0.196549917761011,-0.000874044437365481,-0.00154000772405806,-0.196782459232501
0.0533333333333333,0.0112323874898898,-0.00241123545981492,-0.201952061854872,0.00701624960616769,-0.00158609418834792,-0.201441094721949,-0.00167718080129694,0.0106569800994852,-0.196505286012572,-0.000882239738853895,-0.00155587473344435,-0.19677956638485
0.06,0.0112183197960191,-0.00241094076646964,-0.202010508824954,0.00703108664012923,-0.00157841809597932,-0.20144315513088,-0.00162103119352041,0.010623360321614,-0.196453050600855,-0.000873501356851538,-0.00157778888585935,-0.196752998582375
0.0666666666666667,0.0112128548866001,-0.00240798089176108,-0.202043145452033,0.00703947027257632,-0.0015724030023036,-0.201451072341135,-0.00160513415365382,0.0106265030903594,-0.196472779189999,-0.000857540101801086,-0.00157171121333788,-0.196708018443344
0.0733333333333333,0.0112214872746535,-0.0024011765178252,-0.202065880320585,0.00705289438166594,-0.00156113363837329,-0.201482301236066,-0.00162453649995866,0.0106271314092884,-0.196524359124547,-0.000851516924719436,-0.00157359318967961,-0.196717223139364
0.08,0.0112596512217398,-0.00239812200471915,-0.202123628415716,0.00707840810187355,-0.00157745326308389,-0.201646045135902,-0.001659418857883,0.0106749961365734,-0.196636630676871,-0.000796108618682205,-0.00158526872980512,-0.196582994814765
0.0866666666666667,0.0112380061281355,-0.00238244437440762,-0.202313972564596,0.00716052468662394,-0.00155060492055309,-0.201685935765592,-0.00159486933486155,0.0106769380494622,-0.196569466516633,-0.00066592651001269,-0.00151484435996114,-0.196467804943685
