DataType=Vec3
version=3
OpenSimVersion=4.5.2-2025-05-03-6a4c6ec41
endheader
time	/markerset/handm	/markerset/elbow
0.04573333333333324	0.03416265444375881,-0.001734598482659121,-0.01892089367764401	0.0195302388886309,-0.00469765031775728,-0.01767878221168945
0.0489999999999999	0.03414900847041261,-0.001399059107027333,-0.01840586793464271	0.01956485279382064,-0.004680610602603072,-0.01738950720727675
0.05226666666666656	0.03408222059921685,-0.000962583472402757,-0.01785529745225453	0.01957902410966527,-0.004648965846252087,-0.01705337746221786
0.05553333333333321	0.03400631701027945,-0.0004564839111085269,-0.01725448351705969	0.01961591991813367,-0.00460291934392759,-0.0166572880126738
0.05879999999999988	0.03397591098154066,3.569235113307784e-05,-0.0166115666965225	0.01971109669255971,-0.004553456568294988,-0.01627077261567441
0.06206666666666654	0.03401301675043543,0.000450097639870287,-0.01593467948230053	0.01987005686274285,-0.004514282951546664,-0.01596053560090045
0.0653333333333332	0.03404010019163911,0.0008521300688218983,-0.0152948899342881	0.02003730196811966,-0.004479242899114224,-0.01570860630991275
0.06859999999999987	0.03400001308902184,0.001295858872165609,-0.0147681669450475	0.02017000102282325,-0.004439992818936239,-0.01548260180827148
0.07186666666666652	0.03395693811483295,0.001702982326587821,-0.01430952965467538	0.02029723026991513,-0.004395542346994028,-0.01525980616213064
0.07513333333333318	0.03398965241391429,0.002005562556474327,-0.01385341071788853	0.02046169118154179,-0.004343741030631364,-0.01502063906801227
0.07839999999999983	0.0341133051987307,0.002258222818053459,-0.01343360830438376	0.02069399082695807,-0.004284965157136002,-0.01476947011965095
0.0816666666666665	0.03430760951997516,0.002510231436237784,-0.01309464966367911	0.02099082211724823,-0.004219419438429206,-0.01452162987443948
0.08493333333333317	0.03449033735493048,0.002687313364055421,-0.0127773935186226	0.02123905236294569,-0.004148836538726356,-0.01429618181691595
0.08819999999999982	0.03460945402889494,0.002725681513260757,-0.01242603520660705	0.02136426000378083,-0.004082034886244496,-0.01410486249158091
0.09146666666666649	0.03478802730578175,0.002740628014679091,-0.01214498331383539	0.02153613991556053,-0.004019916580894366,-0.01394038624138938
0.09473333333333316	0.03513746444548116,0.002844426831889046,-0.01204209907114424	0.02190232084515528,-0.003953066190591391,-0.01379655038502926
0.0979999999999998	0.03552791191928521,0.002933786658387812,-0.01202019925489305	0.02229015386709666,-0.003877077440608438,-0.01366713171469718
0.1012666666666665	0.0358244972147711,0.002876760604376293,-0.01194355125650556	0.02251934306433868,-0.003804021908338701,-0.01353875451969883
0.1045333333333331	0.03612569743624982,0.002712485136361676,-0.01181017591951481	0.02271078413857325,-0.003729072169535382,-0.01341009649472538
0.1077999999999998	0.03654606045680826,0.002535922252264933,-0.01167590636433057	0.02301798927919365,-0.003636656324017076,-0.01328953452072025
0.1110666666666665	0.03700930058066288,0.002452738759881744,-0.01163716415840524	0.0234002606400773,-0.003528381385043716,-0.01318494176041816
0.1143333333333331	0.03742299022548505,0.00250974638313631,-0.01174895598779562	0.02377837750879457,-0.003415733371462899,-0.01310027449195263
0.1175999999999998	0.03782730476006403,0.002525052872274306,-0.01189862753361112	0.02413170955617763,-0.00330336290755916,-0.01303312916542412
0.1208666666666664	0.03826973963193066,0.002334984839973657,-0.01198677783116828	0.02445594910954816,-0.003193778510806381,-0.01298080808637471
0.1241333333333331	0.03868649699312394,0.002078187840969783,-0.01212023972696377	0.02474162687130543,-0.003093415761089537,-0.01294484259827042
0.1273999999999997	0.03902124400834415,0.001920617790955469,-0.0124043290810875	0.02498472168166918,-0.003004087831372605,-0.01291948778253879
0.1306666666666664	0.03931829021781728,0.001815609041222129,-0.01275657941450893	0.02521167619517541,-0.002902160846759181,-0.01287014037795467
0.1339333333333331	0.03961936840623874,0.00165980196175199,-0.01308078114985329	0.02543685286797702,-0.002777703125468163,-0.01278745275414831
0.1371999999999997	0.03990945217051733,0.001364631843454055,-0.01339739384793389	0.02563926267066054,-0.002691220012409283,-0.01277177880317312
0.1404666666666664	0.04018499971612584,0.0009268644329882263,-0.01375158893751815	0.02582556118223174,-0.002681398809242501,-0.01289797156764477
0.143733333333333	0.04043924310410539,0.0005893350813636366,-0.01413891262334038	0.02603010656935241,-0.002675872779904841,-0.01305768260998198
0.1469999999999997	0.04064693814605611,0.000528224480779254,-0.0145331969511951	0.02624747349820786,-0.002619501856150196,-0.01313859035153113
0.1502666666666664	0.04079318017384032,0.0004865139917019871,-0.01495628956385315	0.02641884447704823,-0.002567130828822504,-0.01319388830438183
0.153533333333333	0.04089134066926266,0.0002279384519836693,-0.01542660114880078	0.02652249288965737,-0.002564226932908115,-0.01328941554124639
0.1567999999999997	0.04099145137544993,-2.146217644013711e-05,-0.01588186378739796	0.0266423117502421,-0.00254492882114175,-0.01337127126585526
0.1600666666666663	0.04112741989413288,-3.320546264431101e-05,-0.01625411144998816	0.02683468235138955,-0.002452383608180498,-0.01338190803954593
0.163333333333333	0.04124885106817803,1.200222469206454e-05,-0.01654222030676288	0.02701485840711066,-0.002352714318202043,-0.01337323803629171
0.1665999999999997	0.04131554592653373,-8.071312750292559e-05,-0.01676423604883959	0.02711039317022818,-0.002315603459768809,-0.01340424567767659
0.1698666666666663	0.04134857577092221,-0.0001989709012759277,-0.01697378147622489	0.02716594432776985,-0.002313703831290863,-0.01346406895096383
0.173133333333333	0.04136995049255006,-0.0002106083142254904,-0.01721068853133415	0.0272293197645476,-0.002309084258522848,-0.01352878488489294
0.1763999999999996	0.04138143096056664,-0.000187364321281254,-0.01742116298850613	0.02728334524177086,-0.002306427195361498,-0.01358800386332001
0.1796666666666663	0.04138359759423824,-0.0002180711521830366,-0.01755467491218916	0.02730607195877096,-0.002316730642873077,-0.01363785993720292
0.182933333333333	0.04137437151439585,-0.0002611849893100543,-0.01766425424910219	0.02731060702052304,-0.002336939791645155,-0.01368731036654507
0.1861999999999996	0.04135148102510364,-0.0002602886714861306,-0.01780870696714907	0.02731409247152074,-0.002361345538554119,-0.01374532558777194
0.1894666666666663	0.04132112647850586,-0.0002298957965865297,-0.01796879836047015	0.02731748877902325,-0.002387296636575147,-0.01380754667985332
0.1927333333333329	0.04129105901038833,-0.000197338094465277,-0.01811275661161058	0.02731837741982124,-0.002413279841702334,-0.01386757819830071
0.1959999999999996	0.04126343599394873,-0.0001690479640587227,-0.01823469980756746	0.02731640643970807,-0.002439105074788922,-0.01392443154864131
0.1992666666666663	0.04123726706901534,-0.000144057615895166,-0.01834037916211194	0.02731171742086864,-0.002465333608161653,-0.01397949527148658
0.2025333333333329	0.04120495556466679,-0.0001126535177758399,-0.01845628905102297	0.02730436795883767,-0.00249423857943647,-0.01403822334379684
0.2057999999999996	0.04116278097104828,-6.804933156669265e-05,-0.01860033407172831	0.0272962041350467,-0.002526384991626125,-0.01410470870527902
0.2090666666666662	0.04113154970821485,-2.54899030761235e-05,-0.01873684875593992	0.02729647767090961,-0.002554230377258666,-0.01417344565697926
0.2123333333333329	0.0411279157525537,1.369313277837896e-06,-0.01883260545961674	0.02731063158624158,-0.002572002083305786,-0.01423754830218156
0.2155999999999996	0.0411227075395239,2.991421309228972e-05,-0.0189145726164444	0.02732116865529135,-0.002588582676281221,-0.01429453950931862
0.2188666666666662	0.04108901540438935,7.915906117443323e-05,-0.01901410270199311	0.02731446856090952,-0.002611827859352912,-0.01434479948224594
0.2221333333333329	0.04105779921705623,0.0001418773797073093,-0.01912261188389768	0.02731549831647811,-0.002630679853889033,-0.01439553237243139
0.2253999999999995	0.04105963623006502,0.0002050798595236384,-0.01922398217023901	0.02734543040257898,-0.002635251824096539,-0.01445173626115438
0.2286666666666662	0.04106253449324171,0.0002594025703280545,-0.01930952993269414	0.02737166297090198,-0.002639542877745569,-0.01450259876679834
0.2319333333333329	0.04103300422214575,0.0003034034482557986,-0.0193782215561874	0.02736362448749552,-0.002657630391744183,-0.01453954938076297
0.2351999999999995	0.04099466638781731,0.0003650158122922523,-0.01945306789477486	0.02735202144289198,-0.00267842040797291,-0.0145789395393324
0.2384666666666662	0.04097498911826829,0.0004629217317215321,-0.01955209638499396	0.02736853432774655,-0.002689926591606526,-0.01463661208769595
0.2417333333333328	0.04096099592027146,0.0005485897531844076,-0.01965131777648517	0.02738730651731474,-0.002702402439061422,-0.01470163742679811
0.2449999999999995	0.04093543177968451,0.0005791925416967769,-0.01972757152147662	0.02737915553421975,-0.002727586026592677,-0.01476123822923829
0.2482666666666662	0.04090033900402842,0.0006037617405067145,-0.01979797821478426	0.02735905938774745,-0.002759137073936227,-0.01482128663789866
0.2515333333333328	0.04086017323843126,0.0006737585113930147,-0.01988120467437347	0.02734581127530656,-0.002789017666136883,-0.01488905330867369
0.2547999999999995	0.04081200237034155,0.0007573719973896697,-0.01996737077127023	0.02732896590163593,-0.002821193174928942,-0.01495943486675415
0.2580666666666662	0.04075498959014794,0.00081436257742897,-0.02004417447612366	0.02729664370968817,-0.00286034773011699,-0.01502712527286851
0.2613333333333328	0.04070137665244498,0.0008544060685120366,-0.02011280719437727	0.02726085551361811,-0.002901579073220369,-0.01509762251963023
0.2645999999999994	0.04066094241889491,0.000895696031743564,-0.02017752600745138	0.02723448803446703,-0.002939552710807078,-0.01517634713278988
0.2678666666666661	0.04062113339634974,0.0009410607277678821,-0.02024392381211434	0.02720967962092757,-0.002976896460076529,-0.01525830248539078
0.2711333333333328	0.04056969339190247,0.0009893116015248617,-0.02031454638705777	0.02717723251265085,-0.003016734849466057,-0.01533768979202427
0.2743999999999994	0.04051852158685618,0.001037671106292723,-0.02037791378053912	0.02714349050218988,-0.003055991019860756,-0.01541541264760892
0.2776666666666661	0.04048175211153117,0.001082689103980124,-0.02042446325340967	0.02711701906378068,-0.003090694233337018,-0.0154929817813754
0.2809333333333328	0.04045743504797262,0.001121425677012974,-0.02046606309188789	0.02709964246528244,-0.003119378953843267,-0.01556797817818577
0.2841999999999994	0.04043911137160526,0.001151131393190228,-0.02051554204951595	0.02708961318930207,-0.003142163722727589,-0.01563680242455331
0.2874666666666661	0.04041846859204938,0.001167576829931417,-0.02056778034159693	0.02707753719742854,-0.003162930207620859,-0.01569516968917215
0.2907333333333327	0.04038891253114835,0.001172180299778936,-0.02061511502125386	0.0270559723022576,-0.00318491486329537,-0.01574024280172207
0.2939999999999994	0.04035273542071979,0.001191152631571836,-0.0206575391784823	0.02703307461176321,-0.003204933327817044,-0.01577539740958352
0.2972666666666661	0.04031527229303025,0.001241944347944706,-0.02069710909214944	0.02701805395662342,-0.00321956478208045,-0.01580521622155599
0.3005333333333327	0.04028560215417593,0.001282470967196263,-0.02073792258254429	0.02700846294827848,-0.003230911836402763,-0.01583306204139372
0.3037999999999993	0.04027062754716335,0.001274615681519995,-0.0207819991592599	0.02699995863832706,-0.003241733029207359,-0.01586134830634952
0.307066666666666	0.04026316386563826,0.001254839763911921,-0.0208188606080308	0.02699261845618516,-0.003251908215993391,-0.01588971498278933
0.3103333333333327	0.04025531283394033,0.001264452299153266,-0.02084019494143622	0.02698812154495184,-0.003260417342351066,-0.01591731606075286
0.3135999999999993	0.04024969813986252,0.001289658018158973,-0.02086037178459445	0.02698974033702505,-0.00326567720438568,-0.01594426467476536
0.316866666666666	0.04024873808964884,0.001305953897660105,-0.02089469653723708	0.02699794808575678,-0.003267380314317413,-0.01597020327513247
0.3201333333333327	0.040243688995037,0.001300608113357594,-0.0209385405725504	0.02700063488272027,-0.003270829110254416,-0.01599189663933702
0.3233999999999994	0.04022897040587392,0.001274242162125036,-0.02097881391639151	0.02698953075405058,-0.00327946734486417,-0.0160062269382477
0.326666666666666	0.04022306119986793,0.001269362211134213,-0.02098888235359541	0.02698425584335331,-0.003283677118514933,-0.01601358004299871
