DataType=Vec3
version=3
OpenSimVersion=4.5.2-2025-05-03-6a4c6ec41
endheader
time	/markerset/handm	/markerset/elbow
0.2776666666666661	0.04016989726834647,0.008100312917904345,-0.01401340191175929	0.02845538761280719,-0.001004222467626704,-0.012637265980005
0.2809333333333328	0.04016683202680522,0.008085588934541645,-0.01401515140451092	0.02844677491390782,-0.001012032711541835,-0.01263902344548451
0.2841999999999994	0.04016584440670561,0.008069890391098377,-0.01401828480109818	0.02843885263949049,-0.001018504395406798,-0.01263954368546046
0.2874666666666661	0.04016800647776207,0.008054046042002596,-0.01402424534980043	0.02843286603509414,-0.001022774629084188,-0.01263897583960068
0.2907333333333327	0.04017447111334953,0.008038954317963698,-0.01403470082422042	0.0284301921145556,-0.00102394612569931,-0.01263757114289516
0.2939999999999994	0.04018608892137704,0.008025287319356105,-0.01405096935760033	0.02843188995700884,-0.001021383074266431,-0.01263561074576132
0.2972666666666661	0.04020340226260605,0.008013444426179139,-0.01407397524063912	0.0284386661649647,-0.001014722549146974,-0.01263339251502398
0.3005333333333327	0.04022665307978609,0.008003300869903217,-0.01410458996112551	0.02845083976681403,-0.001004057960481364,-0.01263148165076512
0.3037999999999993	0.0402559769654976,0.007994406247178015,-0.01414394499415052	0.02846857930594041,-0.000989727765545078,-0.01263066648667337
0.307066666666666	0.04029095188122005,0.007984918490068464,-0.01419396654111221	0.02849126254464344,-0.0009731742770057034,-0.01263251086241726
0.3103333333333327	0.04033063265858904,0.007971997767138524,-0.01425651678877736	0.02851751972540104,-0.0009565905275361955,-0.01263882634181591
0.3135999999999993	0.0403698702304268,0.007948844760926877,-0.01432634519998977	0.02854046200000623,-0.0009455735576744187,-0.012649892869015
0.316866666666666	0.04040059854393883,0.007906096511405687,-0.01439252393446101	0.02854932255878174,-0.0009481145448766402,-0.0126648073953695
0.3201333333333327	0.04041392540300544,0.007833675978034346,-0.01443937338106651	0.02853162647863061,-0.000972486926585317,-0.01268108086623392
0.3233999999999994	0.04040173592000811,0.00771913555597387,-0.01445344094326686	0.02847460844793838,-0.001027652177541596,-0.01269769594415213
0.326666666666666	0.04020450113544645,0.001291539480703316,-0.02102579782650967	0.02697826766536009,-0.003292927492062919,-0.01604271973134941
